mid,movie_name,rating,votes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-fi,Sport,Thriller,War
1,"My Name Is Khan,2010",8,95823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,"Raajneeti,2010",7.1,15985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,"Band Baaja Baaraat,2010",7.2,14700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,"Tere Bin Laden,2010",7.2,10018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,"Action Replayy,2010",4.2,5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Ada... A Way of Life,2010",3.4,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,"Allah Ke Banday,2010",6.2,289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,"Anjaana Anjaani,2010",5.8,6022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,"Atithi Tum Kab Jaoge?,2010",6.4,4970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Badmaa$h Company,2010",6,6052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,"Chase,I",4.9,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,"Crook: It's Good to Be Bad,2010",5.1,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,"Dabangg,2010",6.2,26926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Enthiran,2010",7.1,24294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Golmaal 3,2010",5.5,7095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Guzaarish,2010",7.4,16714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,"Housefull,2010",5.4,12233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Hum Tum Aur Ghost,2010",4.7,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,"I Am,II",6.9,852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,"Isi Life Mein...!,2010",5.7,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,"Ishqiya,2010",7.3,9708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,"Jhootha Hi Sahi,2010",6.1,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,"Kajraare,2010",2.8,386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,"Karthik Calling Karthik,2010",7,10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,"Khelein Hum Jee Jaan Sey,2010",5.9,1192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,"Kites,I",6.1,12028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,"Knock Out,2010",6,1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,"Lafangey Parindey,2010",5.2,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,"LSD: Love, Sex Aur Dhokha,2010",7.1,5100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,"Mr. Singh/Mrs. Mehta,2010",4.2,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,"Dhobi Ghat,2010",7,12146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,"Nakshatra,2010",5.3,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,"Once Upon a Time in Mumbaai,2010",7.4,15939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,"Peepli [Live],2010",7.4,11503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,"Phas Gaye Re Obama,2010",7.5,4879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,"Prince,2010",4.2,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,"Pyaar Impossible!,2010",4.6,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,"Rakhta Charitra,2010",7.6,3718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,"Rakhta Charitra 2,2010",6.4,2338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,"Rann,2010",6.9,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,"Teen Patti,2010",4.1,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,"Toonpur Ka Superrhero,2010",4.2,673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Veer,2010",4.6,7030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,"Aarakshan,2011",6.2,4842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,"Ready,2011",4.7,14486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Chalo Dilli,2011",6.8,2905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,"Aadukalam,2011",8.1,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,"Aagaah: The Warning,2011",3.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,"Angel,I",6.5,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,"Bbuddah... Hoga Terra Baap,2011",5.6,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,"Bin Bulaye Baraati,2011",3.9,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,"Bodyguard,2011",4.6,21416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,"Bubble Gum,II",7.3,437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,"Chala Mussaddi - Office Office,2011",6.1,324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,"Chatur Singh Two Star,2011",1.7,562,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Chillar Party,2011",7.4,6767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,"Damadamm!,2011",4,394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,"Delhi Belly,2011",7.6,26506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,"Desi Boyz,2011",5.7,12550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,"Don 2,2011",7.1,48287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,"Double Dhamaal,2011",3.8,3300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,"Dum Maaro Dum,2011",6.2,3757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,"F.A.L.T.U,2011",4.6,2841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,"Force,2011",6.4,6782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,"Gattu,2011",7.3,390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,"Impatient Vivek,2011",2.3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,"Noukadubi,2011",7.6,752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,"Khap,2011",5.7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,"Kucch Luv Jaisaa,2011",4.3,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,"Lanka,2011",5.9,190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,"Loot,2011",3.3,291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,"Love U... Mr. Kalakaar!,2011",5.4,410,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,"Luv Ka the End,2011",4.8,1356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,"Mausam,2011",4.7,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,"Mere Brother Ki Dulhan,2011",5.8,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,"Miley - Naa Miley - Hum,2011",2.8,171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,"Mod,2011",6.5,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,"Monica,2011",5.6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,"Mujhse Fraaandship Karoge,2011",6.9,3778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,"My Friend Pinto,2011",5.3,339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,"Naughty @ 40,2011",2.5,274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,"Patiala House,2011",5.6,8495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,"Ra.One,2011",4.6,37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Rascals,2011",2.9,2487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,"Saheb Biwi Aur Gangster,2011",7.2,3833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,"Sahi Dhandhe Galat Bande,2011",4.9,260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,"Shabri,2011",5.8,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,"Shagird,2011",7.1,1755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,"Shor in the City,2010",7.2,3315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,"Singham,2011",6.8,13775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,"Soundtrack,I",7.1,800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,"Tanu Weds Manu,2011",6.8,12719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,"Teen Thay Bhai,2011",4.3,308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,"Tere Mere Phere,2011",5.4,240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,"That Girl in Yellow Boots,2010",6.6,3413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,"Kaavalan,2011",6.7,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97,"The Dirty Picture,2011",6.6,8420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,"United Six,2011",4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,"Zindagi Na Milegi Dobara,2011",8.1,64585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,"Zokkomon,2011",4.1,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Gangs of Wasseypur,2012",8.2,76619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,"Gangs of Wasseypur,2012",8.2,76619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,"Kahaani,2012",8.1,55703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,"Vicky Donor,2012",7.8,38313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,"Ekk Deewana Tha,2012",5.9,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,"OMG: Oh My God!,2012",8.1,48956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,"English Vinglish,2012",7.8,32390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,"3 Bachelors,2012",3.4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,"Agent Vinod,2012",5.2,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,"Aiyyaa,2012",4.4,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,"Agneepath,2012",6.9,21670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,"Barfi!,2012",8.1,73236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,"Bhoot Returns,2012",2.5,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,"Bittoo Boss,2012",4.1,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,"Bol Bachchan,2012",5.5,7861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Blood Money,II",5,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,"Bumboo,2012",6.4,1389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Chakravyuh,2012",6.9,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,"Chaalis Chauraasi,2012",6.1,456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,"Chaar Din Ki Chandni,2012",4.1,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,"Cocktail,2012",6.3,13002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,"Dabangg 2,2012",4.8,14911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"Department,2012",3.2,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,"Ek Tha Tiger,2012",5.5,27888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,"Fatso!,2012",5.7,397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,"Ferrari Ki Sawaari,2012",6.4,4879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,"Filmistaan,2012",7.3,3236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Gali Gali Chor Hai,2012",5.1,554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,"Housefull 2,2012",5.2,12723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,"Ishaqzaade,2012",6.5,6555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,"Jalpari: The Desert Mermaid,2012",7.2,354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,"Jism 2,2012",3,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,"Jodi Breakers,2012",3.5,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,"Joker,2012",2.4,4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"Kismet Love Paisa Dilli,2012",4.2,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,"Kyaa Super Kool Hain Hum,2012",5,3616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"Mere Dost Picture Abhi Baaki Hai,2012",3.5,182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Mr Bhatti on Chutti,2012",3.9,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"Players,2012",4.1,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,"Paan Singh Tomar,2012",8.2,31864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,"Rowdy Rathore,2012",5.7,19892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Rush,2012",3.7,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
143,"Shanghai,2012",7.2,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,"Son of Sardaar,2012",4,8580,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Tere Naal Love Ho Gaya,2012",5.8,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,"Teri Meri Kahaani,2012",4.7,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,"Tezz,2012",3.9,2105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,"Will You Marry Me,I",0,10112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,"Fukrey,2013",6.9,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,"3G: A Killer Connection,2013",3.6,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,"Akaash Vani,2013",6.2,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,"Ankur Arora Murder Case,2013",6.5,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,"Bajatey Raho,2013",5.3,5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
